objectId,fall_year,vid_id,ACL,bludger_count,time,updatedAt,author_id,stat_name,player_in_id,player_id,createdAt,team_id
4QpOnX1Dyf,2017,UduPUwNkXKU,null,,2529,Wed Feb 07 2018 20:45:54 GMT-0600 (Central Standard Time),PnUcE7oTGf,SHOT,,oDiylfxaCV,Wed Feb 07 2018 20:45:54 GMT-0600 (Central Standard Time),ZONaVCJXMP
4dnk1Q4bgA,2017,UduPUwNkXKU,null,2,1755,Wed Jan 31 2018 17:00:18 GMT-0600 (Central Standard Time),PnUcE7oTGf,DEFENSE,,,Wed Jan 31 2018 17:00:18 GMT-0600 (Central Standard Time),ZONaVCJXMP
51Bezu6o3z,2017,UduPUwNkXKU,null,2,2072,Wed Feb 07 2018 20:12:46 GMT-0600 (Central Standard Time),PnUcE7oTGf,DEFENSE,,,Wed Feb 07 2018 20:12:46 GMT-0600 (Central Standard Time),ZONaVCJXMP
5DoXmj119X,2017,UduPUwNkXKU,null,,71,Wed Jan 31 2018 12:30:52 GMT-0600 (Central Standard Time),PnUcE7oTGf,AWAY_GOAL,,,Wed Jan 31 2018 12:30:52 GMT-0600 (Central Standard Time),0eHM4yAUtR
5US7ZYnAr1,2017,UduPUwNkXKU,null,,299,Wed Jan 31 2018 12:40:41 GMT-0600 (Central Standard Time),PnUcE7oTGf,START_CLOCK,,,Wed Jan 31 2018 12:40:41 GMT-0600 (Central Standard Time),0eHM4yAUtR
5iEpkiEyxm,2017,UduPUwNkXKU,null,,1542,Wed Jan 31 2018 13:13:25 GMT-0600 (Central Standard Time),PnUcE7oTGf,AWAY_GOAL,,,Wed Jan 31 2018 13:13:25 GMT-0600 (Central Standard Time),0eHM4yAUtR
66Ev2ZzV6x,2017,UduPUwNkXKU,null,1,55,Wed Jan 31 2018 12:30:18 GMT-0600 (Central Standard Time),PnUcE7oTGf,OFFENSE,,,Wed Jan 31 2018 12:30:18 GMT-0600 (Central Standard Time),ZONaVCJXMP
6F4kGYNqPj,2017,UduPUwNkXKU,null,2,1841,Wed Jan 31 2018 17:01:50 GMT-0600 (Central Standard Time),PnUcE7oTGf,DEFENSE,,,Wed Jan 31 2018 17:01:50 GMT-0600 (Central Standard Time),ZONaVCJXMP
6HVSODIl0i,2017,UduPUwNkXKU,null,,172,Wed Jan 31 2018 12:34:32 GMT-0600 (Central Standard Time),PnUcE7oTGf,TAKEAWAY,,gtVOlncQQC,Wed Jan 31 2018 12:34:32 GMT-0600 (Central Standard Time),ZONaVCJXMP
6LVqy5TBSy,2017,UduPUwNkXKU,null,,299,Wed Jan 31 2018 12:40:40 GMT-0600 (Central Standard Time),PnUcE7oTGf,START_CLOCK,,,Wed Jan 31 2018 12:40:40 GMT-0600 (Central Standard Time),ZONaVCJXMP
